filepath,filename,folder_category,inferred_category,final_category,product,arabic_name,souk_location,price_min_mad,price_max_mad,price_range,notes,width_px,height_px,size_kb,hash,annotated,annotation_file
marrakech_dataset\spices\bing\000094.jpg,000094.jpg,spices,unknown,spices,Spices (per 100g),بهارات,Rahba Kedima / Souk Ableuh / Souk El Attarine,30,80,30–80 MAD,"Cumin, saffron, ras el hanout, dried rosebuds. Price by weight.",1300,956,217.2,b9903ced6b,no,
marrakech_dataset\spices\bing\000095.jpg,000095.jpg,spices,unknown,spices,Spices (per 100g),بهارات,Rahba Kedima / Souk Ableuh / Souk El Attarine,30,80,30–80 MAD,"Cumin, saffron, ras el hanout, dried rosebuds. Price by weight.",1300,956,160.3,dd18d42ade,no,
marrakech_dataset\spices\bing\000096.jpg,000096.jpg,spices,unknown,spices,Spices (per 100g),بهارات,Rahba Kedima / Souk Ableuh / Souk El Attarine,30,80,30–80 MAD,"Cumin, saffron, ras el hanout, dried rosebuds. Price by weight.",1300,956,198.7,0b2dc040ac,no,
marrakech_dataset\spices\bing\000097.jpg,000097.jpg,spices,unknown,spices,Spices (per 100g),بهارات,Rahba Kedima / Souk Ableuh / Souk El Attarine,30,80,30–80 MAD,"Cumin, saffron, ras el hanout, dried rosebuds. Price by weight.",1300,956,188.0,978075fdd0,no,
marrakech_dataset\spices\bing\000098.jpg,000098.jpg,spices,unknown,spices,Spices (per 100g),بهارات,Rahba Kedima / Souk Ableuh / Souk El Attarine,30,80,30–80 MAD,"Cumin, saffron, ras el hanout, dried rosebuds. Price by weight.",1300,956,195.1,a19a2eb2c1,no,
marrakech_dataset\spices\bing\000099.jpg,000099.jpg,spices,unknown,spices,Spices (per 100g),بهارات,Rahba Kedima / Souk Ableuh / Souk El Attarine,30,80,30–80 MAD,"Cumin, saffron, ras el hanout, dried rosebuds. Price by weight.",1500,1101,857.2,740a467bbd,no,
marrakech_dataset\spices\bing\000100.jpg,000100.jpg,spices,unknown,spices,Spices (per 100g),بهارات,Rahba Kedima / Souk Ableuh / Souk El Attarine,30,80,30–80 MAD,"Cumin, saffron, ras el hanout, dried rosebuds. Price by weight.",1300,954,124.8,20b3d8b7d2,no,
marrakech_dataset\price_tags\bing\000001.jpg,000001.jpg,price_tags,unknown,price_tags,Perfume / Solid Musk,عطر / مسك,Souk El Attarine / Maison De La Parfum Marrakech,50,300,50–300 MAD,Sold as stones or essential oils.,626,417,110.2,c1a768cd23,no,
marrakech_dataset\price_tags\bing\000002.jpg,000002.jpg,price_tags,unknown,price_tags,Perfume / Solid Musk,عطر / مسك,Souk El Attarine / Maison De La Parfum Marrakech,50,300,50–300 MAD,Sold as stones or essential oils.,626,417,108.7,0229587bd4,no,
marrakech_dataset\price_tags\bing\000003.jpg,000003.jpg,price_tags,unknown,price_tags,Perfume / Solid Musk,عطر / مسك,Souk El Attarine / Maison De La Parfum Marrakech,50,300,50–300 MAD,Sold as stones or essential oils.,626,417,97.6,6e887d818d,no,
marrakech_dataset\price_tags\bing\000004.jpg,000004.jpg,price_tags,unknown,price_tags,Perfume / Solid Musk,عطر / مسك,Souk El Attarine / Maison De La Parfum Marrakech,50,300,50–300 MAD,Sold as stones or essential oils.,626,417,112.4,5d04293f22,no,
marrakech_dataset\price_tags\bing\000005.jpg,000005.jpg,price_tags,unknown,price_tags,Perfume / Solid Musk,عطر / مسك,Souk El Attarine / Maison De La Parfum Marrakech,50,300,50–300 MAD,Sold as stones or essential oils.,626,417,110.1,cb860bbb00,no,
marrakech_dataset\price_tags\bing\000006.jpg,000006.jpg,price_tags,unknown,price_tags,Perfume / Solid Musk,عطر / مسك,Souk El Attarine / Maison De La Parfum Marrakech,50,300,50–300 MAD,Sold as stones or essential oils.,1600,1157,290.4,4146933dcd,no,
marrakech_dataset\price_tags\bing\000007.jpg,000007.jpg,price_tags,unknown,price_tags,Perfume / Solid Musk,عطر / مسك,Souk El Attarine / Maison De La Parfum Marrakech,50,300,50–300 MAD,Sold as stones or essential oils.,800,534,100.5,d546ab6124,no,
marrakech_dataset\price_tags\bing\000008.jpg,000008.jpg,price_tags,unknown,price_tags,Perfume / Solid Musk,عطر / مسك,Souk El Attarine / Maison De La Parfum Marrakech,50,300,50–300 MAD,Sold as stones or essential oils.,1200,800,288.1,44ad645faf,no,
marrakech_dataset\price_tags\bing\000009.jpg,000009.jpg,price_tags,unknown,price_tags,Perfume / Solid Musk,عطر / مسك,Souk El Attarine / Maison De La Parfum Marrakech,50,300,50–300 MAD,Sold as stones or essential oils.,1024,683,217.8,fe747d9071,no,
marrakech_dataset\price_tags\bing\000010.jpg,000010.jpg,price_tags,unknown,price_tags,Perfume / Solid Musk,عطر / مسك,Souk El Attarine / Maison De La Parfum Marrakech,50,300,50–300 MAD,Sold as stones or essential oils.,890,720,167.7,fe943abdfa,no,
marrakech_dataset\price_tags\bing\000011.jpg,000011.jpg,price_tags,unknown,price_tags,Perfume / Solid Musk,عطر / مسك,Souk El Attarine / Maison De La Parfum Marrakech,50,300,50–300 MAD,Sold as stones or essential oils.,626,351,105.5,44e6ee6182,no,
marrakech_dataset\price_tags\bing\000012.jpg,000012.jpg,price_tags,unknown,price_tags,Perfume / Solid Musk,عطر / مسك,Souk El Attarine / Maison De La Parfum Marrakech,50,300,50–300 MAD,Sold as stones or essential oils.,736,736,342.7,9d800a4f13,no,
marrakech_dataset\price_tags\bing\000013.jpg,000013.jpg,price_tags,unknown,price_tags,Perfume / Solid Musk,عطر / مسك,Souk El Attarine / Maison De La Parfum Marrakech,50,300,50–300 MAD,Sold as stones or essential oils.,626,351,84.9,1dfa52e037,no,
marrakech_dataset\price_tags\bing\000014.jpg,000014.jpg,price_tags,unknown,price_tags,Perfume / Solid Musk,عطر / مسك,Souk El Attarine / Maison De La Parfum Marrakech,50,300,50–300 MAD,Sold as stones or essential oils.,1600,990,232.8,88bc0058c3,no,
marrakech_dataset\price_tags\bing\000015.jpg,000015.jpg,price_tags,unknown,price_tags,Perfume / Solid Musk,عطر / مسك,Souk El Attarine / Maison De La Parfum Marrakech,50,300,50–300 MAD,Sold as stones or essential oils.,1024,683,165.3,d8bd000e36,no,
marrakech_dataset\price_tags\bing\000016.jpg,000016.jpg,price_tags,unknown,price_tags,Perfume / Solid Musk,عطر / مسك,Souk El Attarine / Maison De La Parfum Marrakech,50,300,50–300 MAD,Sold as stones or essential oils.,1000,750,777.0,ac204a0436,no,
marrakech_dataset\price_tags\bing\000017.jpg,000017.jpg,price_tags,unknown,price_tags,Perfume / Solid Musk,عطر / مسك,Souk El Attarine / Maison De La Parfum Marrakech,50,300,50–300 MAD,Sold as stones or essential oils.,1200,853,225.1,180407d544,no,
marrakech_dataset\price_tags\bing\000018.jpg,000018.jpg,price_tags,unknown,price_tags,Perfume / Solid Musk,عطر / مسك,Souk El Attarine / Maison De La Parfum Marrakech,50,300,50–300 MAD,Sold as stones or essential oils.,626,351,84.2,7d2102699f,no,
marrakech_dataset\price_tags\bing\000019.jpg,000019.jpg,price_tags,unknown,price_tags,Perfume / Solid Musk,عطر / مسك,Souk El Attarine / Maison De La Parfum Marrakech,50,300,50–300 MAD,Sold as stones or essential oils.,1300,956,243.6,1259cb12af,no,
marrakech_dataset\price_tags\bing\000020.jpg,000020.jpg,price_tags,unknown,price_tags,Perfume / Solid Musk,عطر / مسك,Souk El Attarine / Maison De La Parfum Marrakech,50,300,50–300 MAD,Sold as stones or essential oils.,626,626,121.5,bfef7e4682,no,
marrakech_dataset\price_tags\bing\000021.jpg,000021.jpg,price_tags,unknown,price_tags,Perfume / Solid Musk,عطر / مسك,Souk El Attarine / Maison De La Parfum Marrakech,50,300,50–300 MAD,Sold as stones or essential oils.,1500,1098,689.2,d47bc025bb,no,
marrakech_dataset\price_tags\bing\000022.jpg,000022.jpg,price_tags,unknown,price_tags,Perfume / Solid Musk,عطر / مسك,Souk El Attarine / Maison De La Parfum Marrakech,50,300,50–300 MAD,Sold as stones or essential oils.,700,875,101.7,796eccac48,no,
marrakech_dataset\price_tags\bing\000023.jpg,000023.jpg,price_tags,unknown,price_tags,Perfume / Solid Musk,عطر / مسك,Souk El Attarine / Maison De La Parfum Marrakech,50,300,50–300 MAD,Sold as stones or essential oils.,626,626,99.2,bc149857e1,no,
marrakech_dataset\price_tags\bing\000024.jpg,000024.jpg,price_tags,unknown,price_tags,Perfume / Solid Musk,عطر / مسك,Souk El Attarine / Maison De La Parfum Marrakech,50,300,50–300 MAD,Sold as stones or essential oils.,1300,956,231.8,456bcc9234,no,
marrakech_dataset\price_tags\bing\000025.jpg,000025.jpg,price_tags,unknown,price_tags,Perfume / Solid Musk,عطر / مسك,Souk El Attarine / Maison De La Parfum Marrakech,50,300,50–300 MAD,Sold as stones or essential oils.,1300,956,258.4,91416689a1,no,
marrakech_dataset\price_tags\bing\000026.jpg,000026.jpg,price_tags,unknown,price_tags,Perfume / Solid Musk,عطر / مسك,Souk El Attarine / Maison De La Parfum Marrakech,50,300,50–300 MAD,Sold as stones or essential oils.,1200,600,277.9,b9bf31db8d,no,
marrakech_dataset\price_tags\bing\000027.jpg,000027.jpg,price_tags,unknown,price_tags,Perfume / Solid Musk,عطر / مسك,Souk El Attarine / Maison De La Parfum Marrakech,50,300,50–300 MAD,Sold as stones or essential oils.,1023,1464,461.8,481faa957b,no,
marrakech_dataset\price_tags\bing\000028.jpg,000028.jpg,price_tags,unknown,price_tags,Perfume / Solid Musk,عطر / مسك,Souk El Attarine / Maison De La Parfum Marrakech,50,300,50–300 MAD,Sold as stones or essential oils.,800,659,116.5,564193236b,no,
marrakech_dataset\price_tags\bing\000029.jpg,000029.jpg,price_tags,unknown,price_tags,Perfume / Solid Musk,عطر / مسك,Souk El Attarine / Maison De La Parfum Marrakech,50,300,50–300 MAD,Sold as stones or essential oils.,768,526,115.3,cf41e02c2f,no,
marrakech_dataset\price_tags\bing\000030.jpg,000030.jpg,price_tags,unknown,price_tags,Perfume / Solid Musk,عطر / مسك,Souk El Attarine / Maison De La Parfum Marrakech,50,300,50–300 MAD,Sold as stones or essential oils.,1200,800,224.5,ccc075854a,no,
marrakech_dataset\price_tags\bing\000031.jpg,000031.jpg,price_tags,unknown,price_tags,Perfume / Solid Musk,عطر / مسك,Souk El Attarine / Maison De La Parfum Marrakech,50,300,50–300 MAD,Sold as stones or essential oils.,299,470,69.3,b2a78ca498,no,
marrakech_dataset\price_tags\bing\000032.jpg,000032.jpg,price_tags,unknown,price_tags,Perfume / Solid Musk,عطر / مسك,Souk El Attarine / Maison De La Parfum Marrakech,50,300,50–300 MAD,Sold as stones or essential oils.,1300,955,205.9,4a11c0d518,no,
marrakech_dataset\price_tags\bing\000033.jpg,000033.jpg,price_tags,unknown,price_tags,Perfume / Solid Musk,عطر / مسك,Souk El Attarine / Maison De La Parfum Marrakech,50,300,50–300 MAD,Sold as stones or essential oils.,1300,1390,509.2,b0320fce0c,no,
marrakech_dataset\price_tags\bing\000034.jpg,000034.jpg,price_tags,unknown,price_tags,Perfume / Solid Musk,عطر / مسك,Souk El Attarine / Maison De La Parfum Marrakech,50,300,50–300 MAD,Sold as stones or essential oils.,626,626,34.7,6483e3b194,no,
marrakech_dataset\price_tags\bing\000035.jpg,000035.jpg,price_tags,unknown,price_tags,Perfume / Solid Musk,عطر / مسك,Souk El Attarine / Maison De La Parfum Marrakech,50,300,50–300 MAD,Sold as stones or essential oils.,900,600,122.9,aa786a5217,no,
marrakech_dataset\price_tags\bing\000036.jpg,000036.jpg,price_tags,unknown,price_tags,Perfume / Solid Musk,عطر / مسك,Souk El Attarine / Maison De La Parfum Marrakech,50,300,50–300 MAD,Sold as stones or essential oils.,400,1750,226.9,357f32a5b1,no,
marrakech_dataset\price_tags\bing\000037.jpg,000037.jpg,price_tags,unknown,price_tags,Perfume / Solid Musk,عطر / مسك,Souk El Attarine / Maison De La Parfum Marrakech,50,300,50–300 MAD,Sold as stones or essential oils.,1080,1350,247.8,16e11c483a,no,
marrakech_dataset\price_tags\bing\000038.jpg,000038.jpg,price_tags,unknown,price_tags,Perfume / Solid Musk,عطر / مسك,Souk El Attarine / Maison De La Parfum Marrakech,50,300,50–300 MAD,Sold as stones or essential oils.,1300,1390,67.0,33528b4779,no,
marrakech_dataset\price_tags\bing\000039.jpg,000039.jpg,price_tags,unknown,price_tags,Perfume / Solid Musk,عطر / مسك,Souk El Attarine / Maison De La Parfum Marrakech,50,300,50–300 MAD,Sold as stones or essential oils.,728,1092,482.7,e266313353,no,
marrakech_dataset\price_tags\bing\000040.jpg,000040.jpg,price_tags,unknown,price_tags,Perfume / Solid Musk,عطر / مسك,Souk El Attarine / Maison De La Parfum Marrakech,50,300,50–300 MAD,Sold as stones or essential oils.,800,806,157.7,b3b4d4bdc7,no,
marrakech_dataset\price_tags\bing\000041.jpg,000041.jpg,price_tags,unknown,price_tags,Perfume / Solid Musk,عطر / مسك,Souk El Attarine / Maison De La Parfum Marrakech,50,300,50–300 MAD,Sold as stones or essential oils.,2560,1707,1567.8,0c43dcf5b3,no,
marrakech_dataset\price_tags\bing\000042.jpg,000042.jpg,price_tags,unknown,price_tags,Perfume / Solid Musk,عطر / مسك,Souk El Attarine / Maison De La Parfum Marrakech,50,300,50–300 MAD,Sold as stones or essential oils.,799,533,183.3,7aab382734,no,
marrakech_dataset\price_tags\bing\000043.jpg,000043.jpg,price_tags,unknown,price_tags,Perfume / Solid Musk,عطر / مسك,Souk El Attarine / Maison De La Parfum Marrakech,50,300,50–300 MAD,Sold as stones or essential oils.,754,390,37.2,0b574bcc3d,no,
marrakech_dataset\price_tags\bing\000044.jpg,000044.jpg,price_tags,unknown,price_tags,Perfume / Solid Musk,عطر / مسك,Souk El Attarine / Maison De La Parfum Marrakech,50,300,50–300 MAD,Sold as stones or essential oils.,626,417,110.4,131a156280,no,
marrakech_dataset\price_tags\bing\000045.jpg,000045.jpg,price_tags,unknown,price_tags,Perfume / Solid Musk,عطر / مسك,Souk El Attarine / Maison De La Parfum Marrakech,50,300,50–300 MAD,Sold as stones or essential oils.,4608,3456,1380.6,db9fe68463,no,
marrakech_dataset\price_tags\bing\000046.jpg,000046.jpg,price_tags,unknown,price_tags,Perfume / Solid Musk,عطر / مسك,Souk El Attarine / Maison De La Parfum Marrakech,50,300,50–300 MAD,Sold as stones or essential oils.,1000,667,312.4,e8ad5e88f4,no,
marrakech_dataset\price_tags\bing\000047.jpg,000047.jpg,price_tags,unknown,price_tags,Perfume / Solid Musk,عطر / مسك,Souk El Attarine / Maison De La Parfum Marrakech,50,300,50–300 MAD,Sold as stones or essential oils.,1300,956,343.4,94ee61f2e6,no,
marrakech_dataset\price_tags\bing\000048.jpg,000048.jpg,price_tags,unknown,price_tags,Perfume / Solid Musk,عطر / مسك,Souk El Attarine / Maison De La Parfum Marrakech,50,300,50–300 MAD,Sold as stones or essential oils.,1300,956,274.0,6fd66f5d32,no,
marrakech_dataset\price_tags\bing\000049.jpg,000049.jpg,price_tags,unknown,price_tags,Perfume / Solid Musk,عطر / مسك,Souk El Attarine / Maison De La Parfum Marrakech,50,300,50–300 MAD,Sold as stones or essential oils.,960,636,183.3,d155ac472b,no,
marrakech_dataset\price_tags\bing\000050.jpg,000050.jpg,price_tags,unknown,price_tags,Perfume / Solid Musk,عطر / مسك,Souk El Attarine / Maison De La Parfum Marrakech,50,300,50–300 MAD,Sold as stones or essential oils.,960,636,184.8,c9acfe9f6f,no,
marrakech_dataset\price_tags\bing\000051.jpg,000051.jpg,price_tags,unknown,price_tags,Perfume / Solid Musk,عطر / مسك,Souk El Attarine / Maison De La Parfum Marrakech,50,300,50–300 MAD,Sold as stones or essential oils.,1300,957,220.7,e6bd91bf8f,no,
marrakech_dataset\price_tags\bing\000052.jpg,000052.jpg,price_tags,unknown,price_tags,Perfume / Solid Musk,عطر / مسك,Souk El Attarine / Maison De La Parfum Marrakech,50,300,50–300 MAD,Sold as stones or essential oils.,1300,956,266.9,3073cb30cd,no,
marrakech_dataset\price_tags\bing\000053.jpg,000053.jpg,price_tags,unknown,price_tags,Perfume / Solid Musk,عطر / مسك,Souk El Attarine / Maison De La Parfum Marrakech,50,300,50–300 MAD,Sold as stones or essential oils.,900,600,180.2,b79263d84c,no,
marrakech_dataset\price_tags\bing\000054.jpg,000054.jpg,price_tags,unknown,price_tags,Perfume / Solid Musk,عطر / مسك,Souk El Attarine / Maison De La Parfum Marrakech,50,300,50–300 MAD,Sold as stones or essential oils.,866,1390,258.5,991e68d8fa,no,
marrakech_dataset\price_tags\bing\000055.jpg,000055.jpg,price_tags,unknown,price_tags,Perfume / Solid Musk,عطر / مسك,Souk El Attarine / Maison De La Parfum Marrakech,50,300,50–300 MAD,Sold as stones or essential oils.,1300,956,277.3,b943bcdc32,no,
marrakech_dataset\price_tags\bing\000056.jpg,000056.jpg,price_tags,unknown,price_tags,Perfume / Solid Musk,عطر / مسك,Souk El Attarine / Maison De La Parfum Marrakech,50,300,50–300 MAD,Sold as stones or essential oils.,1200,651,245.4,64a8402618,no,
marrakech_dataset\price_tags\bing\000057.jpg,000057.jpg,price_tags,unknown,price_tags,Perfume / Solid Musk,عطر / مسك,Souk El Attarine / Maison De La Parfum Marrakech,50,300,50–300 MAD,Sold as stones or essential oils.,1000,666,156.5,e551e21251,no,
marrakech_dataset\price_tags\bing\000058.jpg,000058.jpg,price_tags,unknown,price_tags,Perfume / Solid Musk,عطر / مسك,Souk El Attarine / Maison De La Parfum Marrakech,50,300,50–300 MAD,Sold as stones or essential oils.,800,800,241.0,b399e8a626,no,
marrakech_dataset\price_tags\bing\000059.jpg,000059.jpg,price_tags,unknown,price_tags,Perfume / Solid Musk,عطر / مسك,Souk El Attarine / Maison De La Parfum Marrakech,50,300,50–300 MAD,Sold as stones or essential oils.,1600,1157,208.9,31c4eb1343,no,
marrakech_dataset\price_tags\bing\000060.jpg,000060.jpg,price_tags,unknown,price_tags,Perfume / Solid Musk,عطر / مسك,Souk El Attarine / Maison De La Parfum Marrakech,50,300,50–300 MAD,Sold as stones or essential oils.,1000,1000,148.6,0bfe9d5fa2,no,
marrakech_dataset\price_tags\bing\000061.jpg,000061.jpg,price_tags,unknown,price_tags,Perfume / Solid Musk,عطر / مسك,Souk El Attarine / Maison De La Parfum Marrakech,50,300,50–300 MAD,Sold as stones or essential oils.,790,450,91.8,453bcdc2c8,no,
marrakech_dataset\price_tags\bing\000062.jpg,000062.jpg,price_tags,unknown,price_tags,Perfume / Solid Musk,عطر / مسك,Souk El Attarine / Maison De La Parfum Marrakech,50,300,50–300 MAD,Sold as stones or essential oils.,1300,1057,244.6,b1409b0be7,no,
marrakech_dataset\price_tags\bing\000063.jpg,000063.jpg,price_tags,unknown,price_tags,Perfume / Solid Musk,عطر / مسك,Souk El Attarine / Maison De La Parfum Marrakech,50,300,50–300 MAD,Sold as stones or essential oils.,1000,1000,277.8,ccbd59455a,no,
marrakech_dataset\price_tags\bing\000064.jpg,000064.jpg,price_tags,unknown,price_tags,Perfume / Solid Musk,عطر / مسك,Souk El Attarine / Maison De La Parfum Marrakech,50,300,50–300 MAD,Sold as stones or essential oils.,1920,600,135.8,bd1b46a6f1,no,
marrakech_dataset\price_tags\bing\000065.jpg,000065.jpg,price_tags,unknown,price_tags,Perfume / Solid Musk,عطر / مسك,Souk El Attarine / Maison De La Parfum Marrakech,50,300,50–300 MAD,Sold as stones or essential oils.,1024,683,187.5,f97c5337fd,no,
marrakech_dataset\price_tags\bing\000066.jpg,000066.jpg,price_tags,unknown,price_tags,Perfume / Solid Musk,عطر / مسك,Souk El Attarine / Maison De La Parfum Marrakech,50,300,50–300 MAD,Sold as stones or essential oils.,443,626,36.7,f37b5d8e61,no,
marrakech_dataset\price_tags\bing\000067.jpg,000067.jpg,price_tags,unknown,price_tags,Perfume / Solid Musk,عطر / مسك,Souk El Attarine / Maison De La Parfum Marrakech,50,300,50–300 MAD,Sold as stones or essential oils.,1023,717,185.6,e94fe04a99,no,
marrakech_dataset\price_tags\bing\000068.jpg,000068.jpg,price_tags,unknown,price_tags,Perfume / Solid Musk,عطر / مسك,Souk El Attarine / Maison De La Parfum Marrakech,50,300,50–300 MAD,Sold as stones or essential oils.,626,626,163.1,c80825c9ce,no,
marrakech_dataset\price_tags\bing\000069.jpg,000069.jpg,price_tags,unknown,price_tags,Perfume / Solid Musk,عطر / مسك,Souk El Attarine / Maison De La Parfum Marrakech,50,300,50–300 MAD,Sold as stones or essential oils.,866,1390,245.5,0fa7f8a51f,no,
marrakech_dataset\price_tags\bing\000070.jpg,000070.jpg,price_tags,unknown,price_tags,Perfume / Solid Musk,عطر / مسك,Souk El Attarine / Maison De La Parfum Marrakech,50,300,50–300 MAD,Sold as stones or essential oils.,626,417,110.4,131a156280,no,
marrakech_dataset\price_tags\bing\000071.jpg,000071.jpg,price_tags,unknown,price_tags,Perfume / Solid Musk,عطر / مسك,Souk El Attarine / Maison De La Parfum Marrakech,50,300,50–300 MAD,Sold as stones or essential oils.,626,417,150.8,bad129d2e3,no,
marrakech_dataset\price_tags\bing\000072.jpg,000072.jpg,price_tags,unknown,price_tags,Perfume / Solid Musk,عطر / مسك,Souk El Attarine / Maison De La Parfum Marrakech,50,300,50–300 MAD,Sold as stones or essential oils.,1024,661,155.9,db75b19a7c,no,
marrakech_dataset\price_tags\bing\000073.jpg,000073.jpg,price_tags,unknown,price_tags,Perfume / Solid Musk,عطر / مسك,Souk El Attarine / Maison De La Parfum Marrakech,50,300,50–300 MAD,Sold as stones or essential oils.,800,383,52.3,568057b628,no,
marrakech_dataset\price_tags\bing\000074.jpg,000074.jpg,price_tags,unknown,price_tags,Perfume / Solid Musk,عطر / مسك,Souk El Attarine / Maison De La Parfum Marrakech,50,300,50–300 MAD,Sold as stones or essential oils.,481,626,135.4,f9f23623a6,no,
marrakech_dataset\price_tags\bing\000075.jpg,000075.jpg,price_tags,unknown,price_tags,Perfume / Solid Musk,عطر / مسك,Souk El Attarine / Maison De La Parfum Marrakech,50,300,50–300 MAD,Sold as stones or essential oils.,1230,720,191.2,ad9dde4863,no,
marrakech_dataset\price_tags\bing\000076.jpg,000076.jpg,price_tags,unknown,price_tags,Perfume / Solid Musk,عطر / مسك,Souk El Attarine / Maison De La Parfum Marrakech,50,300,50–300 MAD,Sold as stones or essential oils.,1300,956,149.7,1c1a4640d7,no,
marrakech_dataset\price_tags\bing\000077.jpg,000077.jpg,price_tags,unknown,price_tags,Perfume / Solid Musk,عطر / مسك,Souk El Attarine / Maison De La Parfum Marrakech,50,300,50–300 MAD,Sold as stones or essential oils.,866,1390,188.9,1f87267cbd,no,
marrakech_dataset\price_tags\bing\000078.jpg,000078.jpg,price_tags,unknown,price_tags,Perfume / Solid Musk,عطر / مسك,Souk El Attarine / Maison De La Parfum Marrakech,50,300,50–300 MAD,Sold as stones or essential oils.,1300,956,220.8,edc76d3429,no,
marrakech_dataset\price_tags\bing\000079.jpg,000079.jpg,price_tags,unknown,price_tags,Perfume / Solid Musk,عطر / مسك,Souk El Attarine / Maison De La Parfum Marrakech,50,300,50–300 MAD,Sold as stones or essential oils.,864,1390,170.3,cfc103b7f4,no,
marrakech_dataset\price_tags\bing\000080.jpg,000080.jpg,price_tags,unknown,price_tags,Perfume / Solid Musk,عطر / مسك,Souk El Attarine / Maison De La Parfum Marrakech,50,300,50–300 MAD,Sold as stones or essential oils.,1200,900,332.9,a4f74a2178,no,
marrakech_dataset\price_tags\bing\000081.jpg,000081.jpg,price_tags,unknown,price_tags,Perfume / Solid Musk,عطر / مسك,Souk El Attarine / Maison De La Parfum Marrakech,50,300,50–300 MAD,Sold as stones or essential oils.,1066,1690,371.5,86ae757f5c,no,
marrakech_dataset\price_tags\bing\000082.jpg,000082.jpg,price_tags,unknown,price_tags,Perfume / Solid Musk,عطر / مسك,Souk El Attarine / Maison De La Parfum Marrakech,50,300,50–300 MAD,Sold as stones or essential oils.,800,450,71.7,54ea8170ba,no,
marrakech_dataset\price_tags\bing\000083.jpg,000083.jpg,price_tags,unknown,price_tags,Perfume / Solid Musk,عطر / مسك,Souk El Attarine / Maison De La Parfum Marrakech,50,300,50–300 MAD,Sold as stones or essential oils.,1300,1065,287.1,209d6048d8,no,
marrakech_dataset\price_tags\bing\000084.jpg,000084.jpg,price_tags,unknown,price_tags,Perfume / Solid Musk,عطر / مسك,Souk El Attarine / Maison De La Parfum Marrakech,50,300,50–300 MAD,Sold as stones or essential oils.,563,280,28.7,d376d4dd8e,no,
marrakech_dataset\price_tags\bing\000085.jpg,000085.jpg,price_tags,unknown,price_tags,Perfume / Solid Musk,عطر / مسك,Souk El Attarine / Maison De La Parfum Marrakech,50,300,50–300 MAD,Sold as stones or essential oils.,1200,675,184.7,8eef7ce1e8,no,
marrakech_dataset\price_tags\bing\000086.jpg,000086.jpg,price_tags,unknown,price_tags,Perfume / Solid Musk,عطر / مسك,Souk El Attarine / Maison De La Parfum Marrakech,50,300,50–300 MAD,Sold as stones or essential oils.,1400,693,436.7,d6b81fade6,no,
marrakech_dataset\price_tags\bing\000087.jpg,000087.jpg,price_tags,unknown,price_tags,Perfume / Solid Musk,عطر / مسك,Souk El Attarine / Maison De La Parfum Marrakech,50,300,50–300 MAD,Sold as stones or essential oils.,2560,1707,1567.8,0c43dcf5b3,no,
marrakech_dataset\price_tags\bing\000088.jpg,000088.jpg,price_tags,unknown,price_tags,Perfume / Solid Musk,عطر / مسك,Souk El Attarine / Maison De La Parfum Marrakech,50,300,50–300 MAD,Sold as stones or essential oils.,1583,660,614.9,bd2ca57966,no,
marrakech_dataset\price_tags\bing\000089.jpg,000089.jpg,price_tags,unknown,price_tags,Perfume / Solid Musk,عطر / مسك,Souk El Attarine / Maison De La Parfum Marrakech,50,300,50–300 MAD,Sold as stones or essential oils.,1040,780,154.8,7996f7ded8,no,
marrakech_dataset\price_tags\bing\000090.jpg,000090.jpg,price_tags,unknown,price_tags,Perfume / Solid Musk,عطر / مسك,Souk El Attarine / Maison De La Parfum Marrakech,50,300,50–300 MAD,Sold as stones or essential oils.,736,981,211.2,d87f25584a,no,
marrakech_dataset\price_tags\bing\000091.jpg,000091.jpg,price_tags,unknown,price_tags,Perfume / Solid Musk,عطر / مسك,Souk El Attarine / Maison De La Parfum Marrakech,50,300,50–300 MAD,Sold as stones or essential oils.,1456,816,267.1,86a027b359,no,
marrakech_dataset\price_tags\bing\000092.jpg,000092.jpg,price_tags,unknown,price_tags,Perfume / Solid Musk,عطر / مسك,Souk El Attarine / Maison De La Parfum Marrakech,50,300,50–300 MAD,Sold as stones or essential oils.,1600,1067,748.0,3888d126ec,no,
marrakech_dataset\price_tags\bing\000093.jpg,000093.jpg,price_tags,unknown,price_tags,Perfume / Solid Musk,عطر / مسك,Souk El Attarine / Maison De La Parfum Marrakech,50,300,50–300 MAD,Sold as stones or essential oils.,1600,1067,627.7,c9f5ffd487,no,
marrakech_dataset\price_tags\bing\000094.jpg,000094.jpg,price_tags,unknown,price_tags,Perfume / Solid Musk,عطر / مسك,Souk El Attarine / Maison De La Parfum Marrakech,50,300,50–300 MAD,Sold as stones or essential oils.,1067,1690,293.0,cbd672ce4c,no,
marrakech_dataset\price_tags\bing\000095.jpg,000095.jpg,price_tags,unknown,price_tags,Perfume / Solid Musk,عطر / مسك,Souk El Attarine / Maison De La Parfum Marrakech,50,300,50–300 MAD,Sold as stones or essential oils.,1600,1066,581.7,58de6f5640,no,
marrakech_dataset\price_tags\bing\000096.jpg,000096.jpg,price_tags,unknown,price_tags,Perfume / Solid Musk,عطر / مسك,Souk El Attarine / Maison De La Parfum Marrakech,50,300,50–300 MAD,Sold as stones or essential oils.,1024,678,200.0,89c46b229d,no,
